Transaktionen,Header,DataDiscriminator,Vermögenswertkategorie,Währung,Symbol,Datum/Zeit,Menge,T.-Kurs,Schlussk.,Erlös,Prov./Gebühr,Basis,Realisierter G&V,MTM-G&V,Code
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-06, 06:44:48"",1,133.87,134.24,-133870,-2,134058,186,370,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-06, 11:15:45"",1,134.26,134.24,-134260,-2,134262,0,-20,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-06, 11:20:35"",-1,134.2,134.24,134200,-2,-134262,-64,-40,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-07, 08:13:11"",1,134.12,134.3,-134120,-2,134122,0,180,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-07, 09:09:47"",-1,134.19,134.3,134190,-2,-134122,66,-110,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-07, 10:01:21"",1,134.4,134.3,-134400,-2,134402,0,-100,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-07, 10:01:38"",-1,134.4,134.3,134400,-2,-134402,-4,100,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-07, 10:20:37"",-1,134.2,134.3,134200,-2,-134198,0,-100,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-07, 10:22:17"",1,134.24,134.3,-134240,-2,134198,-44,60,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-08, 07:33:59"",-1,133.85,133.62,133850,-2,-133848,0,230,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-08, 07:39:04"",-1,133.81,133.62,133810,-2,-133808,0,190,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-08, 07:39:04"",1,133.82,133.62,-133820,-2,133848,26,-200,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-08, 07:46:05"",1,133.87,133.62,-133870,-2,133808,-64,-250,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-08, 09:37:44"",-1,133.8,133.62,133800,-2,-133798,0,180,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-08, 09:38:40"",1,133.81,133.62,-133810,-2,133798,-14,-190,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-09, 11:07:26"",-1,133.32,133.3,133320,-2,-133318,0,20,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-09, 14:10:43"",1,133.42,133.3,-133420,-2,133318,-104,-120,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 08:40:33"",1,133.01,133.11,-133010,-2,133012,0,100,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 08:43:42"",-1,133.05,133.11,133050,-2,-133012,36,-60,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 08:49:13"",-1,133.03,133.11,133030,-2,-133028,0,-80,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 08:50:39"",1,133.05,133.11,-133050,-2,133028,-24,60,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 08:59:18"",-1,133.16,133.11,133160,-2,-133158,0,50,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 09:17:19"",1,133.23,133.11,-133230,-2,133158,-74,-120,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 09:35:05"",-1,133.2,133.11,133200,-2,-133198,0,90,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 09:42:52"",1,133.3,133.11,-133300,-2,133198,-104,-190,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-13, 10:18:14"",-1,133.2,133.11,133200,-2,-133198,0,90,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-14, 12:39:07"",1,133.85,133.57,-133850,-2,133198,-654,-280,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-15, 11:24:40"",-1,133.51,133.61,133510,-2,-133508,0,-100,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-15, 12:00:32"",1,133.46,133.61,-133460,-2,133508,46,150,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 03:17:32"",-1,133.24,132.96,133240,-2,-133238,0,280,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 04:01:38"",1,133.17,132.96,-133170,-2,133238,66,-210,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 04:22:06"",-1,133.2,132.96,133200,-2,-133198,0,240,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 05:10:33"",1,133.2,132.96,-133200,-2,133198,-4,-240,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 08:01:33"",-1,132.99,132.96,132990,-2,-132988,0,30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 08:28:24"",1,133.02,132.96,-133020,-2,132988,-34,-60,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 08:43:00"",1,132.81,132.96,-132810,-2,132812,0,150,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 08:48:45"",-1,132.82,132.96,132820,-2,-132812,6,-140,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 08:50:08"",-1,132.83,132.96,132830,-2,-132828,0,-130,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 09:45:27"",1,132.83,132.96,-132830,-2,132828,-4,130,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 10:07:36"",-1,132.93,132.96,132930,-2,-132928,0,-30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-16, 10:09:20"",1,132.98,132.96,-132980,-2,132928,-54,-20,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 03:26:10"",1,133.01,133.26,-133010,-2,133012,0,250,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 04:06:19"",-1,133.11,133.26,133110,-2,-133012,96,-150,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 04:31:38"",-1,133.18,133.26,133180,-2,-133178,0,-80,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 05:19:20"",1,133.18,133.26,-133180,-2,133178,-4,80,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 06:44:01"",-1,133.13,133.26,133130,-2,-133128,0,-130,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 08:30:39"",1,132.99,133.26,-132990,-2,133128,136,270,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 08:36:15"",-1,132.99,133.26,132990,-2,-132988,0,-270,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 08:41:01"",1,133.02,133.26,-133020,-2,132988,-34,240,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 08:52:46"",-1,133.01,133.26,133010,-2,-133008,0,-250,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 09:09:33"",1,133.03,133.26,-133030,-2,133008,-24,230,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 10:47:38"",-1,133.33,133.26,133330,-2,-133328,0,70,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-20, 10:51:10"",1,133.32,133.26,-133320,-2,133328,6,-60,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 03:45:06"",-1,132.94,132.59,132940,-2,-132938,0,350,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 03:55:58"",1,133,132.59,-133000,-2,132938,-64,-410,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 09:46:07"",-1,132.92,132.59,132920,-2,-132918,0,330,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 10:03:12"",1,132.88,132.59,-132880,-2,132918,36,-290,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 10:09:20"",-1,132.88,132.59,132880,-2,-132878,0,290,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 10:17:23"",1,132.89,132.59,-132890,-2,132878,-14,-300,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 10:39:08"",1,132.69,132.59,-132690,-2,132692,0,-100,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 10:41:02"",-1,132.69,132.59,132690,-2,-132692,-4,100,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 11:16:11"",1,132.62,132.59,-132620,-2,132622,0,-30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-21, 11:24:40"",-1,132.56,132.59,132560,-2,-132622,-64,-30,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-02-29, 11:55:30"",-1,132.68,132.65,132680,-2,-132678,0,30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-01, 03:57:33"",1,132.1,132.76,-132100,-2,132678,576,660,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-01, 10:30:10"",1,132.75,132.76,-132750,-2,132752,0,10,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-01, 10:34:08"",-1,132.65,132.76,132650,-2,-132752,-104,-110,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-04, 03:31:07"",1,132.84,132.76,-132840,-2,132842,0,-80,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-04, 03:39:56"",-1,132.75,132.76,132750,-2,-132842,-94,-10,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-04, 03:46:07"",-1,132.71,132.76,132710,-2,-132708,0,-50,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-04, 04:10:08"",1,132.65,132.76,-132650,-2,132708,56,110,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-04, 04:44:07"",1,132.91,132.76,-132910,-2,132912,0,-150,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240307 M,""2024-03-04, 04:46:40"",-1,132.84,132.76,132840,-2,-132912,-74,80,C"
Transaktionen,SubTotal,,Futures,EUR,FGBL 20240307 M,,0,,,-500,-164,0,-664,70,
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-06, 03:33:12"",-1,132.95,133.08,132950,-2,-132948,0,-130,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-06, 04:13:19"",1,132.93,133.08,-132930,-2,132948,16,150,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-06, 07:24:18"",1,132.95,133.08,-132950,-2,132952,0,130,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-06, 07:32:06"",-1,132.96,133.08,132960,-2,-132952,6,-120,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-06, 07:46:03"",1,133.05,133.08,-133050,-2,133052,0,30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-06, 07:58:04"",-1,133.04,133.08,133040,-2,-133052,-14,-40,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-14, 12:02:47"",-1,132.04,132.01,132040,-2,-132038,0,30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-14, 12:15:00"",1,132.03,132.01,-132030,-2,132038,6,-20,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-14, 12:16:17"",-1,132.06,132.01,132060,-2,-132058,0,50,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-14, 12:19:52"",1,132.11,132.01,-132110,-2,132058,-54,-100,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-19, 09:04:52"",-1,131.93,131.88,131930,-2,-131928,0,50,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-19, 09:15:29"",1,131.88,131.88,-131880,-2,131928,46,0,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-19, 09:33:35"",-1,131.78,131.88,131780,-2,-131778,0,-100,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-19, 09:37:04"",1,131.73,131.88,-131730,-2,131778,46,150,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 07:14:58"",-1,132.1,131.91,132100,-2,-132098,0,190,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 07:30:51"",1,132.03,131.91,-132030,-2,132098,66,-120,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 08:44:41"",-1,131.94,131.91,131940,-2,-131938,0,30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 08:45:11"",1,131.94,131.91,-131940,-2,131938,-4,-30,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 08:52:46"",-1,131.97,131.91,131970,-2,-131968,0,60,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 09:52:17"",1,131.94,131.91,-131940,-2,131968,26,-30,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 11:52:49"",-1,131.92,131.91,131920,-2,-131918,0,10,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-20, 12:32:14"",1,131.92,131.91,-131920,-2,131918,-4,-10,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 08:51:43"",-1,132.23,132.26,132230,-2,-132228,0,-30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 08:53:31"",1,132.17,132.26,-132170,-2,132228,56,90,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 09:10:40"",-1,132.24,132.26,132240,-2,-132238,0,-20,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 09:20:47"",1,132.26,132.26,-132260,-2,132238,-24,0,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 10:17:38"",1,132.11,132.26,-132110,-2,132112,0,150,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 10:21:57"",-1,132.16,132.26,132160,-2,-132112,46,-100,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 10:33:03"",1,132.17,132.26,-132170,-2,132172,0,90,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 10:36:15"",-1,132.21,132.26,132210,-2,-132172,36,-50,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 11:31:52"",1,132.12,132.26,-132120,-2,132122,0,140,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 11:37:07"",-1,132.14,132.26,132140,-2,-132122,16,-120,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 12:03:34"",-1,132.23,132.26,132230,-2,-132228,0,-30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-21, 12:19:59"",1,132.28,132.26,-132280,-2,132228,-54,-20,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-22, 04:47:04"",1,132.55,133.07,-132550,-2,132552,0,520,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-22, 04:50:49"",-1,132.51,133.07,132510,-2,-132552,-44,-560,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-22, 05:03:43"",-1,132.62,133.07,132620,-2,-132618,0,-450,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-03-22, 05:03:48"",1,132.68,133.07,-132680,-2,132618,-64,390,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 03:34:36"",-1,132.6,132.14,132600,-2,-132598,0,460,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 03:53:15"",1,132.52,132.14,-132520,-2,132598,76,-380,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 05:09:43"",-1,132.67,132.14,132670,-2,-132668,0,530,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 05:24:47"",1,132.62,132.14,-132620,-2,132668,46,-480,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 06:26:13"",-1,132.31,132.14,132310,-2,-132308,0,170,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 06:44:55"",1,132.34,132.14,-132340,-2,132308,-34,-200,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 10:09:13"",-1,132.03,132.14,132030,-2,-132028,0,-110,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-02, 10:12:26"",1,132.09,132.14,-132090,-2,132028,-64,50,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-03, 06:34:54"",1,132.63,132.22,-132630,-2,132632,0,-410,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-03, 06:48:23"",-1,132.63,132.22,132630,-2,-132632,-4,410,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-03, 08:15:36"",-1,132.41,132.22,132410,-2,-132408,0,190,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-03, 08:17:27"",1,132.43,132.22,-132430,-2,132408,-24,-210,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-04, 08:34:31"",-1,132.4,132.74,132400,-2,-132398,0,-340,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-04, 08:52:51"",1,132.71,132.74,-132710,-2,132398,-314,30,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-04, 08:58:23"",1,132.78,132.74,-132780,-2,132782,0,-40,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-04, 14:09:56"",-1,132.58,132.74,132580,-2,-132782,-204,-160,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-09, 07:27:33"",1,132.26,132.57,-132260,-2,132262,0,310,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-09, 07:40:04"",-1,132.22,132.57,132220,-2,-132262,-44,-350,C"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-10, 10:26:27"",1,131.91,131.94,-131910,-2,131912,0,30,O"
"Transaktionen,Data,Order,Futures,EUR,FGBL 20240606 M,""2024-04-10, 10:31:01"",-1,131.84,131.94,131840,-2,-131912,-74,-100,C"
Transaktionen,SubTotal,,Futures,EUR,FGBL 20240606 M,,0,,,-420,-116,0,-536,-420,
Transaktionen,Total,,Futures,EUR,,,,,,-1101,-336,0,-1437,-411,
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-16, 10:41:27"",1,74.19,73.09,-7419,-3.5,7422.5,0,-110,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-16, 11:06:58"",-1,73.72,73.09,7372,-3.5,-7422.5,-54,63,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-20, 03:57:46"",-1,76.27,77.83,7627,-3.5,-7623.5,0,-156,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-20, 04:27:46"",1,76.73,77.83,-7673,-3.5,7623.5,-53,110,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-22, 03:40:05"",-1,77.75,77.1,7775,-3.5,-7771.5,0,65,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-22, 08:34:00"",1,74.87,77.1,-7487,-3.5,7771.5,281,223,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-23, 09:28:37"",-1,75.56,75.54,7556,-3.5,-7552.5,0,2,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-23, 10:29:07"",1,75.82,75.54,-7582,-3.5,7552.5,-33,-28,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 04:19:11"",-1,74.99,74.86,7499,-3.5,-7495.5,0,13,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 07:39:11"",1,74.89,74.86,-7489,-3.5,7495.5,3,-3,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 08:12:37"",-1,75.02,74.86,7502,-3.5,-7498.5,0,16,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 08:13:07"",1,75.02,74.86,-7502,-3.5,7498.5,-7,-16,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 08:13:53"",-1,75.04,74.86,7504,-3.5,-7500.5,0,18,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 08:18:57"",1,75.25,74.86,-7525,-3.5,7500.5,-28,-39,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 08:33:14"",-1,75.1,74.86,7510,-3.5,-7506.5,0,24,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-27, 08:55:51"",1,75.01,74.86,-7501,-3.5,7506.5,2,-15,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-29, 07:56:49"",-1,77.75,77.86,7775,-3.5,-7771.5,0,-11,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-29, 10:28:55"",1,75.99,77.86,-7599,-3.5,7771.5,169,187,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-29, 10:34:20"",1,75.93,77.86,-7593,-3.5,7596.5,0,193,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-11-29, 10:55:15"",-1,76.59,77.86,7659,-3.5,-7596.5,59,-127,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-05, 08:33:13"",1,72.5,72.32,-7250,-3.5,7253.5,0,-18,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-05, 08:54:58"",-1,72.54,72.32,7254,-3.5,-7253.5,-3,22,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-05, 09:01:00"",1,72.66,72.32,-7266,-3.5,7269.5,0,-34,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-05, 10:19:26"",-1,73.72,72.32,7372,-3.5,-7269.5,99,140,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-06, 10:03:23"",1,70.68,69.38,-7068,-3.5,7071.5,0,-130,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-06, 10:51:40"",-1,70.13,69.38,7013,-3.5,-7071.5,-62,75,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-06, 11:15:31"",-1,69.64,69.38,6964,-3.5,-6960.5,0,26,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-06, 11:16:08"",1,69.52,69.38,-6952,-3.5,6960.5,5,-14,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-11, 08:17:54"",1,71.22,71.32,-7122,-3.5,7125.5,0,10,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-11, 08:59:44"",-1,71,71.32,7100,-3.5,-7125.5,-29,-32,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-12, 10:11:49"",-1,69.37,68.61,6937,-3.5,-6933.5,0,76,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-12, 10:40:01"",1,69.32,68.61,-6932,-3.5,6933.5,-2,-71,C"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-13, 09:05:01"",-1,68.93,69.47,6893,-3.5,-6889.5,0,-54,O"
"Transaktionen,Data,Order,Futures,USD,MCLF4,""2023-12-15, 09:40:02"",1,71.02,71.43,-7102,-0.62,6889.5,-213.12,41,C;L"
Transaktionen,SubTotal,,Futures,USD,MCLF4,,0,,,250,-116.12,0,133.88,446,
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-11-16, 14:36:45"",-1,73.15,73.19,7315,-3.5,-7311.5,0,-4,O"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-11-16, 14:54:43"",1,73.19,73.19,-7319,-3.5,7311.5,-11,0,C"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-15, 10:17:00"",-1,71.22,71.78,7122,-3.5,-7118.5,0,-56,O"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-15, 10:41:15"",1,71.52,71.78,-7152,-3.5,7118.5,-37,26,C"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-18, 10:35:10"",1,73.75,72.82,-7375,-3.5,7378.5,0,-93,O"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-18, 11:34:33"",-1,73.58,72.82,7358,-3.5,-7378.5,-24,76,C"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-19, 11:06:41"",-1,73.98,73.94,7398,-3.5,-7394.5,0,4,O"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-19, 11:06:43"",1,73.98,73.94,-7398,-3.5,7394.5,-7,-4,C"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-20, 04:31:57"",-1,74.62,74.22,7462,-3.5,-7458.5,0,40,O"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-20, 05:03:08"",1,74.88,74.22,-7488,-3.5,7458.5,-33,-66,C"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-20, 05:08:23"",-1,74.87,74.22,7487,-3.5,-7483.5,0,65,O"
"Transaktionen,Data,Order,Futures,USD,MCLG4,""2023-12-20, 11:08:23"",1,74.87,74.22,-7487,-3.5,7483.5,-7,-65,C"
Transaktionen,SubTotal,,Futures,USD,MCLG4,,0,,,-77,-42,0,-119,-77,
