Transaktionen,Header,DataDiscriminator,Vermögenswertkategorie,Währung,Symbol,Datum/Zeit,Menge,T.-Kurs,Schlussk.,Erlös,Prov./Gebühr,Basis,Realisierter G&V,MTM-G&V,Code
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-01, 09:00:26"",-1,82.75,80.44,8275,-3.5,-8271.5,0,231,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-01, 09:03:00"",-1,83.09,80.44,8309,-3.5,-8305.5,0,265,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-01, 10:43:02"",2,82.9,80.44,-16580,-7,16577,-10,-492,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-02, 09:31:41"",-1,81.04,82.46,8104,-3.5,-8100.5,0,-142,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-02, 09:32:00"",1,81.12,82.46,-8112,-3.5,8100.5,-15,134,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-02, 09:32:22"",1,81.16,82.46,-8116,-3.5,8119.5,0,130,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-02, 10:38:52"",-1,80.92,82.46,8092,-3.5,-8119.5,-31,-154,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-03, 04:52:45"",-1,82.98,80.51,8298,-3.5,-8294.5,0,247,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-03, 07:17:40"",1,82.83,80.51,-8283,-3.5,8294.5,8,-232,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-03, 09:39:06"",-1,81.88,80.51,8188,-3.5,-8184.5,0,137,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-06, 02:25:43"",1,81.36,80.82,-8136,-3.5,8184.5,45,-54,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-06, 07:24:29"",-1,81.59,80.82,8159,-3.5,-8155.5,0,77,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-07, 05:46:36"",1,79.37,77.37,-7937,-3.5,8155.5,215,-200,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-07, 08:28:17"",1,79.12,77.37,-7912,-3.5,7915.5,0,-175,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-07, 09:06:08"",-1,79.2,77.37,7920,-3.5,-7915.5,1,183,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-07, 09:13:55"",1,78.95,77.37,-7895,-3.5,7898.5,0,-158,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-07, 09:34:12"",-1,78.57,77.37,7857,-3.5,-7898.5,-45,120,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-09, 06:25:28"",-1,75.79,75.74,7579,-3.5,-7575.5,0,5,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-09, 08:13:46"",1,76.12,75.74,-7612,-3.5,7575.5,-40,-38,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-14, 08:37:51"",-1,78.49,78.26,7849,-3.5,-7845.5,0,23,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-14, 09:06:48"",1,78.98,78.26,-7898,-3.5,7845.5,-56,-72,C"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-15, 07:42:46"",1,77.97,76.66,-7797,-3.5,7800.5,0,-131,O"
"Transaktionen,Data,Order,Futures,USD,MCLZ3,""2023-11-16, 09:24:30"",-1,74.85,72.9,7485,-3.5,-7800.5,-319,195,C"
Transaktionen,SubTotal,,Futures,USD,MCLZ3,,0,,,-163,-84,0,-247,-101,
"Transaktionen,Data,Order,Futures,USD,MESH4,""2023-12-07, 09:33:34"",-1,4627.25,4640.5,23136.25,-1.25,-23135,0,-66.25,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2023-12-07, 09:52:58"",1,4627.25,4640.5,-23136.25,-1.25,23135,-2.5,66.25,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-08, 11:29:39"",-1,4759,4801.25,23795,-1.25,-23793.75,0,-211.25,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-08, 12:39:35"",1,4768.25,4801.25,-23841.25,-1.25,23793.75,-48.75,165,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-09, 08:32:46"",-1,4777,4792.75,23885,-1.25,-23883.75,0,-78.75,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-09, 10:15:32"",1,4781,4792.75,-23905,-1.25,23883.75,-22.5,58.75,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-10, 11:40:32"",-1,4801.75,4820.25,24008.75,-1.25,-24007.5,0,-92.5,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-10, 13:05:09"",1,4813.25,4820.25,-24066.25,-1.25,24007.5,-60,35,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-17, 09:00:44"",-1,4767.25,4771.25,23836.25,-1.25,-23835,0,-20,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-17, 10:04:11"",1,4766.75,4771.25,-23833.75,-1.25,23835,0,22.5,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-17, 10:08:41"",1,4768.5,4771.25,-23842.5,-1.25,23843.75,0,13.75,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-17, 10:20:00"",-1,4762.75,4771.25,23813.75,-1.25,-23843.75,-31.25,-42.5,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-23, 11:49:22"",1,4877,4895,-24385,-1.25,24386.25,0,90,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-23, 11:49:51"",1,4876.75,4895,-24383.75,-1.25,24385,0,91.25,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-23, 11:53:48"",-1,4877.75,4895,24388.75,-1.25,-24386.25,1.25,-86.25,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-01-23, 12:04:29"",-1,4878.25,4895,24391.25,-1.25,-24385,5,-83.75,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-02-13, 08:46:02"",-1,4982.25,4971.25,24911.25,-1.25,-24910,0,55,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-02-13, 09:35:20"",1,4981,4971.25,-24905,-1.25,24910,3.75,-48.75,C"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-02-13, 09:53:25"",-1,4966.5,4971.25,24832.5,-1.25,-24831.25,0,-23.75,O"
"Transaktionen,Data,Order,Futures,USD,MESH4,""2024-02-23, 09:32:00"",1,5120.25,5101.5,-25601.25,-1.25,24831.25,-771.25,-93.75,C"
Transaktionen,SubTotal,,Futures,USD,MESH4,,0,,,-901.25,-25,0,-926.25,-250,
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-02, 09:24:22"",-1,5250.75,5260.5,26253.75,-1.25,-26252.5,0,-48.75,O"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-02, 15:50:00"",1,5260.25,5260.5,-26301.25,-1.25,26252.5,-50,1.25,C"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-03, 03:42:07"",1,5253.25,5266.5,-26266.25,-1.25,26267.5,0,66.25,O"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-03, 12:38:25"",-1,5267,5266.5,26335,-1.25,-26267.5,66.25,2.5,C"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-09, 10:36:00"",-1,5233.25,5260.25,26166.25,-1.25,-26165,0,-135,O"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-09, 10:59:51"",1,5220.5,5260.25,-26102.5,-1.25,26165,61.25,198.75,C"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-09, 11:32:38"",-1,5226,5260.25,26130,-1.25,-26128.75,0,-171.25,O"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-09, 12:12:38"",1,5242.25,5260.25,-26211.25,-1.25,26128.75,-83.75,90,C"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-10, 09:32:28"",-1,5196.5,5207.75,25982.5,-1.25,-25981.25,0,-56.25,O"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-17, 09:13:01"",1,5116.5,5062.25,-25582.5,-1.25,25981.25,397.5,-271.25,C"
"Transaktionen,Data,Order,Futures,USD,MESM4,""2024-04-19, 10:58:21"",-1,5038,5003.75,25190,-1.25,-25188.75,0,171.25,O"
Transaktionen,SubTotal,,Futures,USD,MESM4,,-1,,,25593.75,-13.75,-25188.75,391.25,-152.5,
"Transaktionen,Data,Order,Futures,USD,MESZ3,""2023-11-10, 06:43:56"",-1,4357.5,4430.5,21787.5,-1.25,-21786.25,0,-365,O"
"Transaktionen,Data,Order,Futures,USD,MESZ3,""2023-11-13, 11:24:23"",1,4426.5,4425.25,-22132.5,-1.25,21786.25,-347.5,-6.25,C"
"Transaktionen,Data,Order,Futures,USD,MESZ3,""2023-12-08, 09:31:10"",1,4583.5,4607.5,-22917.5,-1.25,22918.75,0,120,O"
"Transaktionen,Data,Order,Futures,USD,MESZ3,""2023-12-08, 10:13:12"",-1,4602,4607.5,23010,-1.25,-22918.75,90,-27.5,C"
Transaktionen,SubTotal,,Futures,USD,MESZ3,,0,,,-252.5,-5,0,-257.5,-278.75,
"Transaktionen,Data,Order,Futures,USD,MGCG4,""2023-11-30, 08:35:04"",-1,2059.5,2057.2,20595,-3.5,-20591.5,0,23,O"
"Transaktionen,Data,Order,Futures,USD,MGCG4,""2023-11-30, 08:47:35"",1,2060.1,2057.2,-20601,-3.5,20591.5,-13,-29,C"
"Transaktionen,Data,Order,Futures,USD,MGCG4,""2023-11-30, 08:57:51"",1,2054.9,2057.2,-20549,-3.5,20552.5,0,23,O"
"Transaktionen,Data,Order,Futures,USD,MGCG4,""2023-11-30, 09:33:49"",1,2055.5,2057.2,-20555,-3.5,20558.5,0,17,O"
"Transaktionen,Data,Order,Futures,USD,MGCG4,""2023-11-30, 09:42:00"",-2,2051.2,2057.2,41024,-7,-41111,-94,-120,C"
"Transaktionen,Data,Order,Futures,USD,MGCG4,""2023-12-08, 09:02:33"",-1,2034.1,2014.5,20341,-3.5,-20337.5,0,196,O"
"Transaktionen,Data,Order,Futures,USD,MGCG4,""2023-12-08, 09:29:58"",1,2021.9,2014.5,-20219,-3.5,20337.5,115,-74,C"
Transaktionen,SubTotal,,Futures,USD,MGCG4,,0,,,36,-28,0,8,36,
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-08, 05:46:32"",-1,1966.7,1957.8,19667,-3.5,-19663.5,0,89,O"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-08, 20:08:39"",1,1958.1,1969.8,-19581,-3.5,19663.5,79,117,C"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-09, 04:56:23"",1,1952.1,1969.8,-19521,-3.5,19524.5,0,177,O"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-09, 13:03:06"",-1,1964.2,1969.8,19642,-3.5,-19524.5,114,-56,C"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-10, 05:45:46"",-1,1957.2,1937.7,19572,-3.5,-19568.5,0,195,O"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-13, 09:32:26"",1,1940.2,1950.2,-19402,-3.5,19568.5,163,100,C"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-13, 09:49:32"",1,1937.3,1950.2,-19373,-3.5,19376.5,0,129,O"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-13, 09:59:56"",-1,1936.5,1950.2,19365,-3.5,-19376.5,-15,-137,C"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-22, 03:44:22"",-1,2002.1,1992.8,20021,-3.5,-20017.5,0,93,O"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-22, 04:53:24"",1,2005.1,1992.8,-20051,-3.5,20017.5,-37,-123,C"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-27, 11:31:49"",1,2009.3,2012.4,-20093,-3.5,20096.5,0,31,O"
"Transaktionen,Data,Order,Futures,USD,MGCZ3,""2023-11-27, 11:38:27"",-1,2007,2012.4,20070,-3.5,-20096.5,-30,-54,C"
Transaktionen,SubTotal,,Futures,USD,MGCZ3,,0,,,316,-42,0,274,561,
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-20, 15:30:04"",-1,16798.25,16766.25,33596.5,-1.25,-33595.25,0,64,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-21, 01:02:42"",1,16844,16956.5,-33688,-0.47,33595.25,-93.22,225,C;L"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-21, 02:10:55"",1,16851.25,16956.5,-33702.5,-1.25,33703.75,0,210.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-21, 11:59:58"",-1,16876.25,16956.5,33752.5,-1.25,-33703.75,47.5,-160.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-26, 10:03:32"",-1,17043.5,17083.5,34087,-1.25,-34085.75,0,-80,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-26, 10:21:12"",1,17052,17083.5,-34104,-1.25,34085.75,-19.5,63,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-28, 12:52:27"",-1,17125.5,17090.5,34251,-1.25,-34249.75,0,70,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2023-12-28, 13:37:09"",1,17135.5,17090.5,-34271,-1.25,34249.75,-22.5,-90,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-02, 10:43:50"",1,16703.25,16720,-33406.5,-1.25,33407.75,0,33.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-02, 12:17:42"",-1,16756.5,16720,33513,-1.25,-33407.75,104,73,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-03, 11:09:22"",-1,16594.75,16538,33189.5,-1.25,-33188.25,0,113.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-03, 11:44:26"",1,16577,16538,-33154,-1.25,33188.25,33,-78,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-17, 13:35:37"",-1,16759,16869.75,33518,-1.25,-33516.75,0,-221.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-17, 15:45:22"",1,16845,16869.75,-33690,-1.25,33516.75,-174.5,49.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-18, 11:12:26"",-1,17050,17110,34100,-1.25,-34098.75,0,-120,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-18, 13:44:14"",1,17017.5,17110,-34035,-1.25,34098.75,62.5,185,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-22, 09:58:19"",-1,17529.25,17458.5,35058.5,-1.25,-35057.25,0,141.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-22, 11:05:40"",1,17462.25,17458.5,-34924.5,-1.25,35057.25,131.5,-7.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-22, 11:14:39"",1,17477.75,17458.5,-34955.5,-1.25,34956.75,0,-38.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-22, 11:40:04"",-1,17488,17458.5,34976,-1.25,-34956.75,18,59,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 09:36:47"",1,17445.25,17531.25,-34890.5,-1.25,34891.75,0,172,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 09:40:36"",-1,17462.25,17531.25,34924.5,-1.25,-34891.75,31.5,-138,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 09:55:17"",-1,17486.25,17531.25,34972.5,-1.25,-34971.25,0,-90,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 10:00:48"",1,17481.75,17531.25,-34963.5,-1.25,34971.25,6.5,99,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 10:22:12"",-2,17449.75,17531.25,69799,-2.5,-69796.5,0,-326,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 10:25:12"",2,17444.75,17531.25,-69779,-2.5,69796.5,15,346,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 10:40:47"",1,17467,17531.25,-34934,-1.25,34935.25,0,128.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-23, 10:45:27"",-1,17457,17531.25,34914,-1.25,-34935.25,-22.5,-148.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-26, 10:48:24"",-1,17603.25,17527,35206.5,-1.25,-35205.25,0,152.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-26, 13:08:23"",1,17531.5,17527,-35063,-1.25,35205.25,141,-9,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-29, 11:18:23"",-1,17557,17706,35114,-1.25,-35112.75,0,-298,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-29, 14:10:53"",1,17609.5,17706,-35219,-1.25,35112.75,-107.5,193,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-30, 15:47:49"",-1,17592,17588.5,35184,-1.25,-35182.75,0,7,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-31, 07:58:24"",1,17430,17242.25,-34860,-1.25,35182.75,321.5,-375.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-31, 08:40:03"",-1,17407.75,17242.25,34815.5,-1.25,-34814.25,0,331,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-31, 09:10:30"",1,17402,17242.25,-34804,-1.25,34814.25,9,-319.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-31, 09:27:53"",-1,17395.25,17242.25,34790.5,-1.25,-34789.25,0,306,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-31, 12:01:04"",1,17345,17242.25,-34690,-1.25,34789.25,98,-205.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-31, 14:30:36"",-1,17334.75,17242.25,34669.5,-1.25,-34668.25,0,185,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-01-31, 14:39:12"",1,17400,17242.25,-34800,-1.25,34668.25,-133,-315.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-02, 08:33:30"",-1,17533.5,17732.75,35067,-1.25,-35065.75,0,-398.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-02, 09:34:33"",1,17518.75,17732.75,-35037.5,-1.25,35065.75,27,428,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-02, 09:52:13"",-1,17571,17732.75,35142,-1.25,-35140.75,0,-323.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-05, 11:33:40"",1,17634.75,17700,-35269.5,-1.25,35140.75,-130,130.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-06, 10:02:07"",-1,17642.75,17660,35285.5,-1.25,-35284.25,0,-34.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-06, 10:04:00"",1,17641,17660,-35282,-1.25,35284.25,1,38,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-06, 10:05:52"",-1,17632.25,17660,35264.5,-1.25,-35263.25,0,-55.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-06, 10:18:07"",1,17653,17660,-35306,-1.25,35263.25,-44,14,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-08, 10:17:07"",-1,17850.5,17868.25,35701,-1.25,-35699.75,0,-35.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-08, 10:50:42"",1,17880.5,17868.25,-35761,-1.25,35699.75,-62.5,-24.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-21, 13:28:32"",-1,17455,17536.75,34910,-1.25,-34908.75,0,-163.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-21, 15:35:07"",1,17454,17536.75,-34908,-1.25,34908.75,-0.5,165.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-21, 15:59:23"",-1,17536.75,17536.75,35073.5,-1.25,-35072.25,0,0,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-02-23, 09:31:07"",1,18117.75,17991,-36235.5,-1.25,35072.25,-1164.5,-253.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-03-08, 11:48:09"",-1,18161.5,18046.75,36323,-1.25,-36321.75,0,229.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQH4,""2024-03-08, 12:31:17"",1,18198.75,18046.75,-36397.5,-1.25,36321.75,-77,-304,C"
Transaktionen,SubTotal,,Futures,USD,MNQH4,,0,,,-932.5,-71.72,0,-1004.22,-401.5,
"Transaktionen,Data,Order,Futures,USD,MNQM4,""2024-03-05, 12:03:25"",-1,18182.5,18171.5,36365,-1.25,-36363.75,0,22,O"
"Transaktionen,Data,Order,Futures,USD,MNQM4,""2024-03-05, 12:11:54"",1,18196.25,18171.5,-36392.5,-1.25,36363.75,-30,-49.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQM4,""2024-03-11, 10:52:36"",1,18237.25,18216.25,-36474.5,-1.25,36475.75,0,-42,O"
"Transaktionen,Data,Order,Futures,USD,MNQM4,""2024-03-11, 11:10:55"",-1,18218,18216.25,36436,-1.25,-36475.75,-41,3.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQM4,""2024-03-11, 11:32:40"",-1,18170.75,18216.25,36341.5,-1.25,-36340.25,0,-91,O"
"Transaktionen,Data,Order,Futures,USD,MNQM4,""2024-03-11, 11:47:02"",1,18215.75,18216.25,-36431.5,-1.25,36340.25,-92.5,1,C"
Transaktionen,SubTotal,,Futures,USD,MNQM4,,0,,,-156,-7.5,0,-163.5,-156,
"Transaktionen,Data,Order,Futures,USD,MNQZ3,""2023-11-21, 09:44:17"",-1,16010,15990.25,32020,-1.25,-32018.75,0,39.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQZ3,""2023-11-21, 11:52:12"",1,15959.5,15990.25,-31919,-1.25,32018.75,98.5,61.5,C"
"Transaktionen,Data,Order,Futures,USD,MNQZ3,""2023-11-21, 11:56:53"",-1,15958,15990.25,31916,-1.25,-31914.75,0,-64.5,O"
"Transaktionen,Data,Order,Futures,USD,MNQZ3,""2023-11-21, 12:13:35"",1,15965.25,15990.25,-31930.5,-1.25,31914.75,-17,50,C"
"Transaktionen,Data,Order,Futures,USD,MNQZ3,""2023-12-07, 11:04:39"",-1,15986.75,16038.75,31973.5,-1.25,-31972.25,0,-104,O"
"Transaktionen,Data,Order,Futures,USD,MNQZ3,""2023-12-08, 08:57:09"",1,15975.5,16098.25,-31951,-1.25,31972.25,20,245.5,C"
Transaktionen,SubTotal,,Futures,USD,MNQZ3,,0,,,109,-7.5,0,101.5,228,
"Transaktionen,Data,Order,Futures,USD,MYM  DEC 23,""2023-11-22, 08:44:28"",-1,35194,35318,17597,-1.25,-17595.75,0,-62,O"
"Transaktionen,Data,Order,Futures,USD,MYM  DEC 23,""2023-11-22, 09:01:23"",1,35212,35318,-17606,-1.25,17595.75,-11.5,53,C"
Transaktionen,SubTotal,,Futures,USD,MYM  DEC 23,,0,,,-9,-2.5,0,-11.5,-9,
Transaktionen,Total,,Futures,USD,,,,,,23813.5,-445.09,-25188.75,-1820.34,-154.75,
Transaktionen,Total,,Futures,EUR,,,,,,22315.8480125,-411.0656839,-23576.9957425,-1672.2134139,-148.12921,
Transaktionen,Header,DataDiscriminator,Vermögenswertkategorie,Währung,Symbol,Datum/Zeit,Menge,T.-Kurs,,Erlös,Provisionseink. EUR,,,MTM in EUR,Code
"Transaktionen,Data,Order,Devisen,USD,EUR.USD,""2024-01-09, 05:09:19"",""-6,000"",1.09365,,6561.9,-3.4245375,,,2.82612,"
Transaktionen,SubTotal,,Devisen,USD,EUR.USD,,-6000,,,6561.9,-3.4245375,,,2.82612,
Transaktionen,Total,,Devisen,USD,,,,,,6561.9,-3.4245375,,,2.82612,
Transaktionen,Total,,Devisen,EUR,,,,,,6002.82612,-3.4245375,,,2.82612,
Transaktionen,Header,DataDiscriminator,Vermögenswertkategorie,Währung,Symbol,Datum/Zeit,Menge,T.-Kurs,Schlussk.,Erlös,Prov./Gebühr,Basis,Realisierter G&V,MTM-G&V,Code
"Transaktionen,Data,Order,Anleihen,USD,T 4 1/8 01/31/25 5.69230585%,""2024-01-02, 09:39:15"",""-1,000"",99.3824775,99.402344,993.82,-10,-987.664,-3.844,-0.2034,C"
"Transaktionen,Data,Order,Anleihen,USD,T 4 1/8 01/31/25 4.90734106%,""2024-01-02, 09:41:48"",""-9,000"",99.38638375,99.402344,8944.77,-18,-8888.976,37.794,-1.441,C"
Transaktionen,SubTotal,,Anleihen,USD,T 4 1/8 01/31/25,,-10000,,,9938.59,-28,-9876.64,33.95,-1.6444,
Transaktionen,Total,,Anleihen,USD,,,,,,9938.59,-28,-9876.64,33.95,-1.6444,
Transaktionen,Total,,Anleihen,EUR,,,,,,9083.2749446,-25.59032,-9026.6563616,31.028263,-1.502882936,
Transaktionen,Header,DataDiscriminator,Vermögenswertkategorie,Währung,Symbol,Datum/Zeit,Menge,T.-Kurs,Schlussk.,Erlös,Prov./Gebühr,Basis,Realisierter G&V,MTM-G&V,Code
"Transaktionen,Data,Order,US-Schatzanweisung,USD,912797JC2 5.29080606%,""2024-01-02, 09:46:33"",""10,000"",99.5027972,99.487639,-9950.28,-20,9970.28,0,-1.5161,O"
Transaktionen,SubTotal,,US-Schatzanweisung,USD,912797JC2,,10000,,,-9950.28,-20,9970.28,0,-1.5161,
Transaktionen,Total,,US-Schatzanweisung,USD,,,,,,-9950.28,-20,9970.28,0,-1.5161,
Transaktionen,Total,,US-Schatzanweisung,EUR,,,,,,-9093.9589032,-18.2788,9112.2377032,0,-1.385624434,
